Date,Open,High,Low,Close,Volume,VIX,US10Y,DXY,OIL,GOLD,CPI_US,MA_20,EMA_20,MAE_20,MA_60,EMA_60,MAE_60,MA_120,EMA_120,MAE_120,MA_360,EMA_360,MAE_360,MACD,MACD_long,Signal,Signal_long,RSI_7,RSI_14,RSI_28,RSI_56,z_close,iqr_close,rolling_close,decomp_close,arima_close,iso_multivariate,any_outlier,n_methods_flagged
2011-01-04,219.69000244140625,220.25999450683597,217.4900054931641,219.19000244140625,12313800,79.23,93.75,22.88,38.08,134.75,25.4999,212.2160011291504,212.1704655244216,1.6980010986328125,203.2635004679362,205.20151234480528,1.905499776204427,198.39166679382325,201.7423883921701,2.080250803629557,199.39027752346465,202.3685203102448,2.5530281914605037,4.085661826030531,3.459123952635167,3.6743587188161846,1.1474611605262337,79.15021297448075,72.69766491179013,75.3748909334292,60.61111176259242,False,False,False,False,True,False,True,1
2011-01-05,219.16000366210935,221.6300048828125,218.4600067138672,221.25,10011000,77.5499,92.74,23.11,38.52,134.37,25.3601,213.10550079345705,213.03518309352432,1.7975013732910157,203.66066716512043,205.7276922679264,1.936499786376953,198.65275014241536,202.06482825345657,2.025084050496419,199.50611084832084,202.4731268459221,2.545778189765082,4.305860282655999,3.662864014469847,3.800659031584148,1.2568265020020428,78.8577002640475,81.22127596372644,74.82854642080267,63.27429863677538,False,False,False,False,True,False,True,1
2011-01-06,221.8000030517578,222.33999633789065,220.25,220.41000366210935,14465000,77.88,93.22,23.2875,37.68,133.83,25.45,213.76900100708008,213.7375469571991,1.6555015563964843,204.0023338317871,206.20907952675208,1.9089996337890625,198.9064168294271,202.368054293269,2.0316673278808595,199.60930531819665,202.57250012468216,2.5378059811062283,4.362302553255546,3.841025233483066,3.912987735918428,1.3691829685881742,72.1698160738526,77.72253299804939,76.97094752624068,61.151017025755735,False,False,False,False,False,False,False,0
2011-01-07,220.41000366210935,221.30999755859372,215.7700042724609,217.22999572753903,12048400,78.04,93.84,23.3625,37.67,133.58,25.33,214.1395004272461,214.0701611258029,1.6805015563964845,204.291167195638,206.570421041532,1.9618329366048175,199.11541684468588,202.6137062178024,2.0400007883707683,199.6866942087809,202.6537050864709,2.5296671125623917,4.103135009192528,3.956714823729584,3.951017190573248,1.4816843535943225,57.303364365273936,67.20579352097573,71.98900218405898,60.908648009299526,False,False,False,False,False,False,False,0
2011-01-10,218.3800048828125,218.4499969482422,216.1199951171875,217.72999572753903,10650000,77.88,94.16,23.2825,38.17,134.12,25.395,214.44250030517577,214.4187168021587,1.6130020141601562,204.64883371988927,206.93630873615515,1.9096664428710937,199.35725008646648,202.86356224275676,2.015500895182292,199.7691108703613,202.73723024237705,2.5274171193440758,3.893210181118178,4.072746493398398,3.9394557886822335,1.594339229237978,63.2272636337701,66.83023820534376,73.21391783382374,60.263338170705616,False,False,False,False,False,False,False,0
2011-01-11,217.72999572753903,220.02999877929688,217.72999572753903,218.8300018310547,9198200,75.726,93.79,23.265,38.88,134.91,25.4,214.7520004272461,214.8388391858631,1.6195022583007812,205.0806671142578,207.3262658868076,1.8721664428710936,199.55950012207032,203.1274703351253,1.9759176890055337,199.83483310275608,202.8263868716772,2.51072269015842,3.7721218690199407,4.198795551682252,3.905989004749776,1.7075764606485988,64.99259599845834,63.35290150960412,71.56287710561428,60.90731574717218,False,False,False,False,False,False,False,0
2011-01-12,218.82000732421875,222.4900054931641,218.82000732421875,222.4900054931641,12289400,72.35,93.52,23.0375,38.99,135.46,25.46,215.40500106811524,215.5675216913203,1.6420021057128906,205.49833399454752,207.82343767717992,1.8579999287923177,199.78075014750164,203.447512238564,1.994917678833008,199.91986088222927,202.9353265870317,2.511750496758355,3.926231069122366,4.375925438615951,3.910037417624294,1.8235916336037008,60.69651363610484,65.40100483932075,70.6301176084751,62.20524434783009,False,False,False,False,False,False,False,0
2011-01-13,222.4900054931641,222.9199981689453,220.91000366210935,221.58999633789065,11926200,71.5,94.15,22.8,38.65,134.05,25.432,216.10200119018555,216.1410907052794,1.5980026245117187,205.94716720581056,208.2748002562196,1.8268335978190104,199.96916681925453,203.7473880088008,1.977084477742513,200.0212219662137,203.03867655795065,2.495417192247179,3.9304329192763134,4.527412247418823,3.914116517954698,1.941149051595663,59.80388001426146,68.55990943006864,68.88934182467983,62.14662295127225,False,False,False,False,False,False,False,0
2011-01-14,221.58999633789065,225.6499938964844,221.4499969482422,225.42999267578125,12725400,68.55,93.89,22.77,38.92,132.69,25.422,216.96650085449215,217.02574803580336,1.7655021667480468,206.42366714477535,208.83726558145116,1.8545003255208332,200.187833404541,204.1057781685856,2.007334391276041,200.1204163869222,203.1627281707918,2.493250528971354,4.195258202969086,4.731487412865533,3.970344854957576,2.06246811078131,64.90722843311391,70.70829346447407,71.88247082414473,63.38528358170759,False,False,False,False,False,False,False,0
2011-01-18,225.4199981689453,225.4199981689453,222.7700042724609,224.0,20307000,66.464,93.66,22.7475,38.73,133.43,25.46,217.73050079345705,217.689962508584,1.808001708984375,206.88250045776368,209.33440441484615,1.872166951497396,200.4101666768392,204.4346082815016,2.003667704264323,200.20783305697967,203.2781701199841,2.4894171820746527,4.2408596994983725,4.8997961333446085,4.024447823865735,2.1858301987188447,62.286079529432406,66.44187044498636,69.98052279420867,62.50900902449506,False,False,False,False,False,False,False,0
2011-01-19,223.67999267578125,223.67999267578125,218.3800048828125,218.75999450683597,14741400,69.92,93.9,22.61,38.54,133.72,25.49,218.19350051879883,217.79187031794132,2.0310020446777344,207.25166702270508,209.64344015556716,1.957167053222656,200.5834166208903,204.67139152489557,2.0419178009033203,200.28333303663464,203.3639420002437,2.5013338724772134,3.8102523460481166,4.972048630671594,3.981608728302212,2.306970130542877,54.58907482567282,55.79612796846178,60.97052832352289,59.73645701985114,False,False,False,False,False,False,False,0
2011-01-20,218.75999450683597,220.6199951171875,218.05999755859372,220.25,11581800,69.31,93.17,22.68,37.57,131.2,25.36,218.56000061035155,218.02597790670885,1.934502410888672,207.6590003967285,209.99119621604032,1.9686670939127604,200.7694999694824,204.92888918564108,2.053917821248372,200.38563859727648,203.4574935681094,2.482806099785699,3.548321070337522,5.062307030399239,3.8949511967092745,2.4267673870583715,57.134772289170165,59.70538317768212,60.07338477164303,60.4109802378669,False,False,False,False,False,False,False,0
2011-01-21,219.83999633789065,222.69000244140625,219.83999633789065,221.67999267578125,14809800,69.97,93.48,22.49,37.51,131.03,25.4,218.8805000305176,218.37397931328715,1.8885017395019528,208.08600031534831,210.3744354442285,1.9883336385091144,200.92516657511396,205.20576692927975,2.0235010782877603,200.4821108076308,203.55844924183612,2.4769727494981555,3.4167410413349444,5.168668514948763,3.799309165634409,2.5459804795753453,57.92103939548411,60.95779468251038,59.74682024689201,60.90326419521786,False,False,False,False,False,False,False,0
2011-01-24,221.67999267578125,222.0800018310547,220.9900054931641,221.7700042724609,6560000,68.46,93.49,22.44,36.93,130.36,25.43,219.304500579834,218.69741026177988,1.7940017700195312,208.5115002950033,210.7480606517116,1.9868336995442708,201.10049997965496,205.4795559762745,2.00533447265625,200.57911080254448,203.65934428355703,2.476945029364692,3.2818944674488364,5.268504675437072,3.6958262259972954,2.6643510967867248,47.503465498449785,53.512082263692136,59.04497089435683,60.7644179462211,False,False,False,False,False,False,False,0
2011-01-25,221.4600067138672,221.5200042724609,218.33999633789065,220.97999572753903,12066200,67.5894,93.96,22.425,36.27,130.1,25.33,219.57900009155276,218.91479935375693,1.7235015869140624,208.92533365885416,211.08353393288624,1.9985003153483072,201.2646666208903,205.73576159199789,2.007334518432617,200.660444132487,203.75530357133536,2.465667300754123,3.07582431090674,5.347772340888355,3.571825842979184,2.781021585660709,47.86862311677814,53.37098121073597,62.01871763465903,59.6942221883949,False,False,False,False,False,False,False,0
2011-01-26,220.9499969482422,222.13999938964844,220.5399932861328,220.7400054931641,9947600,65.48,93.39,22.385,36.85,131.16,25.41,219.8305000305176,219.08862850989092,1.7245010375976562,209.340500386556,211.4001395578134,1.997166951497396,201.4331666310628,205.98376562342213,2.0030011494954425,200.72972191704645,203.84940164292445,2.454945034450955,2.860176684538658,5.41637393439126,3.4294960112910786,2.895602122562037,28.104648727508973,48.96887592883847,64.07223819036423,57.09245728154254,False,False,False,False,False,False,False,0
2011-01-27,220.7100067138672,222.25,220.6999969482422,222.1999969482422,5479200,64.25,93.74,22.35,35.94,127.925,25.32,220.17649993896484,219.38494931354344,1.7760002136230468,209.78050028483077,211.75423324274547,2.0210001627604166,201.6275833129883,206.25180250482413,2.0014176686604817,200.80805524190268,203.9510669908764,2.454000557793511,2.77509394024463,5.502430737921344,3.298615597081789,3.0089424971428764,41.62010181045298,53.53055577458905,64.80621869026484,55.940544448855846,False,False,False,False,False,False,False,0
2011-01-28,222.66000366210935,224.25,218.47000122070312,218.55999755859372,13834400,69.6299,94.17,22.49,37.58,130.28,25.29,220.3884994506836,219.30638247973872,1.9100006103515623,210.15133361816407,211.97737305637983,2.073166910807292,201.78174997965496,206.4552437453823,2.021834309895833,200.8702496846517,204.03200289429864,2.458083894517687,2.3864383466492427,5.522129310997542,3.11618014699528,3.1182114890496013,48.90592471773743,52.576522996065584,59.73485232740131,54.91018713060881,False,False,False,False,False,False,False,0
2011-01-31,218.55999755859372,221.17999267578125,218.55999755859372,220.02999877929688,5368200,69.35,93.8,22.36,38.61,129.87,25.301,220.6514991760254,219.37529831779187,1.9610008239746093,210.51383361816409,212.24139357188528,2.064833577473958,201.9654165903727,206.67961986164536,2.0168343861897786,200.9371941460504,204.12063445044825,2.461500549316406,2.172005277003535,5.561773710239919,2.927345172996931,3.2244533247535285,48.79385231090468,54.29425288666168,60.27717182162928,57.859685272837055,False,False,False,False,False,False,False,0
2011-02-01,220.6999969482422,225.72000122070312,220.6999969482422,225.50999450683597,10467600,66.05,93.13,22.14,38.07,130.8,25.4016,220.9314987182617,219.95955509770084,1.9780006408691408,210.85466690063475,212.6764296681132,2.043166859944661,202.2539998372396,206.99086572354932,2.003251012166341,201.01408301459415,204.2391350601789,2.471444956461589,2.416400619198725,5.685563944563825,2.82515626223729,3.331458134310498,64.54063160041198,60.71885733425657,61.81271074236288,58.911746294702944,False,False,False,False,False,False,False,0
2011-02-02,225.47999572753903,225.47999572753903,223.6199951171875,223.91000366210935,5455600,65.78,92.91,22.1775,38.18,130.45,25.46,221.1674987792969,220.3357882943112,2.0220001220703123,211.09633356730143,213.0447435695557,1.9973332722981767,202.5390832265218,207.27052089608756,2.0067508697509764,201.08558302985296,204.3481149416301,2.4749449412027995,2.452706525109079,5.774222673468131,2.750666314811648,3.4376652881869165,57.28883747181849,52.43986016442793,58.2223025078247,58.70773779022189,False,False,False,False,False,False,False,0
2011-02-03,223.5,223.9600067138672,221.6499938964844,223.6100006103516,9726800,65.0,92.38,22.355,38.09,132.2,25.4,221.28549880981444,220.647618038696,1.9340003967285155,211.3600003560384,213.39114543974569,1.9753331502278648,202.8267499287923,207.54059494095145,2.0041675567626958,201.15847193400063,204.45482898965625,2.4735560523139104,2.4292683842990925,5.850550498794263,2.6863867287091368,3.5425733408220186,59.267125040593406,53.54386904204201,60.14550147877601,60.659133728922,False,False,False,False,False,False,False,0
