,Close
822,25.77
823,25.83
824,25.75
825,25.65
826,25.38
827,25.46
828,25.23
829,25.02
830,25.1
831,24.95
832,24.94
833,25.03
834,25.07
835,24.97
836,24.97
837,24.83
838,24.96
839,25.08
840,25.06
841,24.6
842,24.57
843,24.49
844,24.41
845,24.38
846,24.44
847,24.51
848,24.3
849,24.25
850,23.97
851,24.01
852,24.03
853,24.07
854,24.23
855,24.03
856,23.99
857,23.86
858,23.9
859,23.89
860,23.73
861,23.74
862,23.52
863,23.42
864,23.55
865,23.47
866,23.35
867,23.47
868,23.52
869,23.93
870,24.01
871,24.11
872,23.96
873,23.88
874,23.91
875,23.96
876,24.13
877,24.18
878,24.14
879,24.18
880,24.03
881,24.07
882,24.14
883,24.12
884,23.93
885,23.91
886,23.79
887,24.04
888,23.96
889,23.96
890,23.98
891,23.72
892,23.52
893,23.62
894,23.54
895,23.6
896,23.57
