,Close
858,90.62
859,90.25
860,90.27
861,89.22
862,87.22
863,87.27
864,87.69
865,85.81
866,86.65
867,83.99
868,84.58
869,86.27
870,86.63
871,85.82
872,87.24
873,87.42
874,86.99
875,85.3901
876,85.2
877,87.0
878,89.1001
879,89.39
880,90.9
881,91.96
882,90.98
883,91.23
884,89.36
885,89.14
886,86.51
887,87.45
888,87.96
889,86.88
890,86.65
891,86.45
892,89.06
893,87.987
894,85.55
895,87.02
896,85.6
897,85.83
898,87.01
899,87.25
900,88.28
901,88.42
902,88.95
903,87.09
904,87.47
905,87.42
906,90.61
907,91.47
908,91.4
909,92.66
910,93.17
911,92.06
912,91.23
913,90.86
914,91.5
915,93.53
916,95.16
917,95.91
918,96.17
919,94.44
920,94.22
921,94.17
922,95.12
923,93.06
924,90.57
925,91.33
926,91.69
927,91.73
928,90.59
929,89.52
930,90.08
931,89.57
932,88.14
933,86.08
934,86.64
935,86.09
936,84.43
937,81.13
938,80.52
939,81.56
940,79.35
941,77.63
942,78.8
943,80.433
944,80.06
945,82.3
946,81.08
947,80.93
948,81.23
949,81.36
950,82.18
951,81.71
952,79.2
953,78.89
954,78.39
955,78.98
956,78.86
957,76.49
958,74.22
959,73.08
960,75.55
961,77.56
962,76.79
963,85.46
964,82.8
965,85.98
966,89.18
967,88.32
968,86.71
969,86.45
970,86.64
971,89.57
972,85.07
973,85.97
974,82.33
975,82.59
976,84.28
977,87.27
978,89.42
979,89.9
980,83.22
981,81.99
982,82.2
983,83.31
984,79.29
985,77.21
986,78.5
987,76.027
988,71.71
989,70.65
990,72.21
991,72.18
992,73.79
993,74.0
994,72.71
995,71.34
996,71.1
997,75.4786
998,72.8
999,72.22
1000,72.5
1001,73.58
1002,72.05
1003,70.0
1004,72.15
1005,73.3
1006,72.65
1007,72.51
1008,72.26
1009,73.45
1010,78.85
1011,80.91
1012,80.87
1013,80.38
1014,80.31
1015,75.65
1016,76.95
1017,76.18
1018,75.5
1019,74.52
1020,76.195
1021,76.33
1022,79.75
1023,80.65
1024,80.81
1025,82.6
1026,84.46
1027,85.43
1028,83.87
1029,82.63
1030,83.46
1031,82.63
1032,83.46
1033,85.6
1034,86.35
1035,85.9
1036,86.52
1037,86.23
1038,84.48
1039,85.13
1040,82.75
1041,84.46
1042,83.92
1043,80.76
1044,80.88
1045,79.79
1046,80.39
1047,82.71
1048,84.52
1049,84.15
1050,84.58
1051,88.53
1052,88.95
1053,88.38
1054,87.415
1055,89.5
1056,91.31
1057,88.84
1058,88.47
1059,89.18
1060,90.12
1061,89.59
1062,88.32
1063,90.21
1064,92.29
1065,93.17
1066,92.55
1067,95.45
1068,96.91
1069,95.77
1070,97.8
1071,97.73
1072,94.73
1073,93.15
1074,93.057
1075,92.63
1076,90.93
1077,90.04
1078,88.99
1079,91.987
1080,92.29
1081,90.57
1082,88.14
1083,89.22
1084,91.1
1085,91.3
1086,90.8
1087,90.04
1088,93.09
1089,94.35
1090,93.59
1091,92.08
1092,91.0
1093,91.98
1094,91.93
1095,90.69
1096,89.98
1097,90.28
1098,91.03
1099,88.8
1100,87.59
1101,85.27
1102,86.74
1103,86.61
1104,86.31
1105,87.88
1106,87.37
1107,87.5
1108,85.81
1109,85.22
1110,86.95
1111,86.89
1112,87.38
1113,88.8
1114,89.72
1115,89.01
1116,87.75
1117,88.33
1118,87.27
1119,86.95
1120,88.6401
1121,88.25
1122,89.54
1123,89.44
1124,89.98
1125,89.69
1126,90.7
1127,91.09
1128,91.03
1129,91.55
1130,90.36
1131,90.96
1132,92.25
1133,93.85
1134,94.15
1135,93.76
1136,93.45
1137,94.24
1138,96.2
1139,95.73
1140,96.36
1141,94.41
1142,96.23
1143,93.71
1144,93.56
1145,93.83
1146,93.86
1147,93.7
1148,92.17
1149,91.1
1150,91.93
1151,92.35
1152,91.61
1153,91.9
1154,90.54
1155,90.92
1156,91.45
1157,92.31
1158,92.29
1159,92.04
1160,91.18
1161,92.39
1162,91.25
1163,90.76
1164,90.71
1165,89.27
1166,89.51
1167,89.58
1168,90.19
1169,90.81
1170,92.24
1171,91.98
1172,91.93
1173,93.28
1174,93.13
1175,93.44
1176,93.26
1177,93.41
1178,93.71
1179,92.11
1180,91.2
1181,91.62
1182,93.35
1183,93.87
1184,94.68
1185,94.78
1186,94.6
1187,93.75
1188,92.927
1189,92.79
1190,92.95
1191,93.72
1192,93.0
1193,91.61
1194,92.06
1195,92.532
1196,92.27
1197,93.65
1198,92.34
1199,92.76
1200,92.79
1201,93.19
1202,93.87
1203,93.4
1204,93.9
1205,96.19
1206,97.46
1207,97.529
1208,97.43
1209,97.08
1210,97.7
1211,98.78
1212,97.96
1213,98.9
1214,99.91
1215,99.34
1216,98.67
1217,98.36
1218,99.67
1219,98.83
1220,97.55
1221,97.0
1222,97.05
1223,97.43
1224,98.85
1225,97.89
1226,98.37
1227,99.82
1228,102.28
1229,102.361
1230,103.64
1231,102.84
1232,103.56
1233,104.26
1234,104.18
1235,102.86
1236,103.18
1237,104.23
1238,103.42
1239,103.745
1240,103.92
1241,103.49
1242,101.86
