,Date,Open,High,Low,Close,Volume,GOLD,MA_20,EMA_20,MA_60,EMA_60,MA_120,EMA_120,MA_240,EMA_240,MAE_5,MAE_20,MAE_60,MAE_120,MACD,MACD_long,Signal,Signal_long,RSI,RSI_7,RSI_14,RSI_28
10,2000-09-18,373.1700134277344,373.1700134277344,373.1700134277344,373.1700134277344,0,272.29998779296875,380.5810012817383,380.90482056450696,359.2464996337891,364.1246166652276,344.06908289591473,348.95331191325226,327.2269162495931,336.18367074097813,4.723992919921875,4.044500732421875,4.109165445963542,5.19016596476237,6.196138638359628,15.171304751975356,7.336988531302166,10.927169989330618,50.08429378170663,37.90557978609505,50.08429378170663,50.544472329746064
11,2000-09-19,380.2699890136719,380.2699890136719,380.2699890136719,380.2699890136719,0,272.29998779296875,380.8985000610352,380.8443604168084,360.19583282470705,364.65397313566837,344.5255828857422,349.47094293970554,327.5268745422363,336.54953230340715,6.12799072265625,4.183499145507812,4.224998474121094,5.229999033610026,5.416698577974614,15.183030195962829,6.952930540636656,11.112207389618977,57.42589482995601,37.209913787138646,57.42589482995601,53.53941667595015
12,2000-09-20,376.4599914550781,376.4599914550781,376.4599914550781,376.4599914550781,0,272.29998779296875,380.8789993286133,380.4268014680722,361.0008326212565,365.0410557035178,344.96741612752277,349.91704291516623,327.7852911631266,336.8807394332965,6.285992431640625,4.227499389648438,4.207664998372396,5.244665781656901,4.440365978093155,15.124012788351592,6.450417628127956,11.286633711303002,52.54806149897584,20.793440785804748,52.54806149897584,53.5350243445707
13,2000-09-21,372.239990234375,372.239990234375,372.239990234375,372.239990234375,0,272.29998779296875,380.82149810791014,379.64710516010103,361.72233225504556,365.2770863438738,345.339249420166,350.28601725102095,328.04362449646,337.17417719928056,7.0199951171875,4.265499877929687,4.26483154296875,5.244999186197917,3.288192294163025,14.991069092852854,5.81797256133497,11.447696119196474,42.46619401419548,18.360445634528872,42.46619401419548,49.37910607042876
14,2000-09-22,379.0199890136719,379.0199890136719,379.0199890136719,379.0199890136719,0,271.79998779296875,381.23999786376953,379.58737981282206,362.57433217366537,365.72767331665403,345.6350827534994,350.7609589330483,328.3514161427816,337.52144534711783,6.785992431640625,4.467498779296875,4.360331217447917,5.168999226888021,2.8888744410657523,14.966714383605733,5.232152937281127,11.600696913301224,50.98555778331323,32.712672034638885,50.98555778331323,50.26610743998871
15,2000-09-25,384.2699890136719,384.2699890136719,384.2699890136719,384.2699890136719,0,271.79998779296875,382.06349792480466,380.0333425938554,363.5383321126302,366.33561809360543,346.082332611084,351.3148271988438,328.7213743845622,337.90940006634236,5.43199462890625,4.587498474121094,4.423331197102865,5.105082702636719,2.9619003460059616,15.02079089476166,4.778102419026094,11.74939665162559,53.33923724950253,40.58982552586678,53.33923724950253,54.7306139031954
16,2000-09-26,381.2699890136719,381.2699890136719,381.2699890136719,381.2699890136719,0,271.79998779296875,382.47349700927737,380.1511184433617,364.61683197021483,366.82526959918135,346.5299992879232,351.8099538404112,329.0842493693034,338.2692389787683,4.61199951171875,4.473997497558594,4.308831278483073,5.104665883382162,2.74604428467984,15.015315758770157,4.371690792156843,11.891393134544918,49.20680244786279,45.35322789879268,49.20680244786279,56.09899524985164
17,2000-09-27,381.1400146484375,381.1400146484375,381.1400146484375,381.1400146484375,0,271.79998779296875,382.99299774169924,380.24529903432136,365.5548324584961,367.2946055024356,346.9534161885579,352.2947482339323,329.4955411275228,338.6250130507158,3.875994873046875,4.364495849609375,4.172664388020833,5.082582346598307,2.53526401052045,14.99985726850332,4.004405435829565,12.02654374906485,49.12024700473202,63.156181961248954,49.12024700473202,53.995081307734075
18,2000-09-28,391.7200012207031,391.7200012207031,391.7200012207031,391.7200012207031,0,271.79998779296875,383.922998046875,381.33812781397677,366.61499938964846,368.0954381489362,347.52149963378906,352.94640530809386,329.92483278910316,339.0656353591804,5.147991943359375,4.774995422363281,4.294830830891927,5.114248911539714,3.185218405356693,15.149032840842324,3.8405680297349907,12.162304144359524,51.305092621341345,66.95295569930254,51.305092621341345,59.08344465804308
19,2000-09-29,390.2900085449219,390.2900085449219,390.2900085449219,390.2900085449219,0,273.6000061035156,384.36299896240234,382.1906878835906,367.6046661376953,368.8231289815914,348.0058329264323,353.563654948372,330.31787452697756,339.4907338918422,4.07799072265625,4.427995300292968,4.2719970703125,5.054331970214844,3.544069659022341,15.25947403321942,3.781268355592461,12.296963704744737,45.19113562891453,72.02936847283553,45.19113562891453,56.88567518927481
20,2000-10-02,396.489990234375,396.489990234375,396.489990234375,396.489990234375,0,273.6000061035156,385.2999984741211,383.5525262027129,368.5776662190755,369.73023918660067,348.5290827433268,354.27318115144647,330.71349945068357,339.96375676605413,4.267987060546875,4.550994873046875,4.255330403645833,5.093248494466146,4.279418101833301,15.457058035154205,3.8808983048406294,12.434359110414714,49.84730596377281,86.33510324052142,49.84730596377281,58.03995271696315
21,2000-10-03,395.92999267578125,395.92999267578125,395.92999267578125,395.92999267578125,0,273.6000061035156,386.10899810791017,384.73133253348135,369.532666015625,370.5892474977213,349.0121660868327,354.9617234906917,331.10445772806804,340.4282068565913,3.779986572265625,4.478994750976563,4.2559967041015625,5.062415313720703,4.762105331819271,15.627524007029592,4.057139710236358,12.573192366789273,51.60965335873691,81.14188854256004,51.60965335873691,59.45152273182138
22,2000-10-04,389.82000732421875,389.82000732421875,389.82000732421875,389.82000732421875,0,273.6000061035156,386.4824981689453,385.2159682278373,370.3396662394206,371.21976421334415,349.50849939982095,355.5378934714112,331.4134994506836,340.8380973169036,4.97598876953125,4.654493713378907,4.311663309733073,5.049165344238281,4.5986038420047635,15.681870741932926,4.165432536590039,12.708352296143346,47.79078249229139,59.907237622694424,47.79078249229139,57.81748227397845
23,2000-10-05,393.4200134277344,393.4200134277344,393.4200134277344,393.4200134277344,0,273.6000061035156,387.0364990234375,385.9973058659227,371.1625,371.9476412367668,350.24749959309895,356.16404421449096,331.7544578552246,341.2744617659562,3.57999267578125,4.833993530273437,4.327496846516927,4.866498565673828,4.705278616453256,15.783597022275842,4.273401752562682,12.842058588583889,55.81298501536659,71.23393316195373,55.81298501536659,60.38426057521825
24,2000-10-06,377.04998779296875,377.04998779296875,377.04998779296875,377.04998779296875,0,269.29998779296875,386.3959991455078,385.1451803351652,371.74499969482423,372.1149312877898,350.8291661580404,356.50926642239966,332.0367078145345,341.57135409813054,6.567999267578125,5.276495361328125,4.567830912272135,4.981998697916667,3.4293633193993855,15.60566486539011,4.104594065930023,12.962215383227639,52.58183280297784,45.440324323441594,52.58183280297784,51.47998788919247
25,2000-10-09,372.489990234375,372.489990234375,372.489990234375,372.489990234375,0,269.29998779296875,385.1889984130859,383.93992413508994,372.14383290608725,372.1272283024319,351.2724993387858,356.77341061763894,332.23879114786786,341.82794029013263,6.24000244140625,5.165994262695312,4.536164347330729,4.919665273030599,2.0268730299177946,15.353817684792944,3.6890498587275773,13.066198091991348,44.64187006479736,25.2381951632412,44.64187006479736,50.636427078556814
26,2000-10-10,361.79998779296875,361.79998779296875,361.79998779296875,361.79998779296875,0,269.29998779296875,383.4434982299805,381.8313587691737,372.47649943033855,371.7886302529413,351.6804992675781,356.85649453789233,332.3056243896484,341.9936834229362,8.26600341796875,5.696495056152344,4.6023310343424475,4.954998524983724,0.05219385588213754,14.932135715048958,2.9616786581584895,13.147325814732984,40.77754599045692,20.3784332278005,40.77754599045692,46.097084771671454
27,2000-10-11,359.1600036621094,359.1600036621094,359.1600036621094,359.1600036621094,0,269.29998779296875,381.7169982910156,379.6721820923104,372.80416615804035,371.3745769220943,352.0146659851074,356.89456906887114,332.35974934895836,342.13614251205803,7.572003173828125,5.677494812011719,4.607330830891927,4.925165049235026,-1.7061112835690437,14.480007853223185,2.0281206698129832,13.205268512058646,41.60462269232653,8.084451386038126,41.60462269232653,41.984347486586515
28,2000-10-12,341.2099914550781,341.2099914550781,341.2099914550781,341.2099914550781,0,269.29998779296875,379.12049713134763,376.00911631733584,372.83816579182945,370.38557411989706,352.14233245849607,356.6353198521142,332.36087430318196,342.12845661117024,10.44200439453125,6.547496032714844,4.900997924804687,5.017831675211588,-4.496167722348787,13.75025426778285,0.7232629913806292,13.228963544916223,28.775109263068742,5.813962084677399,28.775109263068742,38.09770998740528
29,2000-10-13,358.04998779296875,358.04998779296875,358.04998779296875,358.04998779296875,0,272.3999938964844,377.7634963989258,374.298723124539,372.9739990234375,369.98112866655515,352.3208323160807,356.6587027932854,332.42970759073893,342.26058550064573,10.53599853515625,6.991995239257813,5.002831522623698,5.068665059407552,-5.287509466833342,13.322425873269765,-0.4788915002621651,13.233027124409855,36.97595064310997,28.13488722992058,36.97595064310997,43.554703433292936
30,2000-10-16,360.510009765625,360.510009765625,360.510009765625,360.510009765625,0,272.3999938964844,377.1304962158203,372.98551232845193,373.17866566975914,369.67060017800003,352.57208251953125,356.72236075977037,332.5230410257975,342.4120330049194,10.11600341796875,6.513996887207031,5.015998840332031,5.036915079752604,-5.651008972906084,12.948239418229662,-1.513314994790949,13.220645050228109,39.63244776850038,26.989242677129667,39.63244776850038,43.50772692016348
31,2000-10-17,350.79998779296875,350.79998779296875,350.79998779296875,350.79998779296875,0,272.3999938964844,375.65699615478513,370.8726052298345,373.2256652832031,369.0518915752121,352.8001658121745,356.6244702975092,332.554624303182,342.48164258822277,9.92000732421875,6.644499206542969,5.173665873209635,5.060081990559896,-6.64599171795669,12.427421277702877,-2.539850339424097,13.186157060118315,36.171365779700395,29.760998321887087,36.171365779700395,41.13546361776676
32,2000-10-18,350.1199951171875,350.1199951171875,350.1199951171875,350.1199951171875,0,272.3999938964844,374.3399963378906,368.89616617148715,373.200998433431,368.4311736585555,353.0781656901042,356.5169583110577,332.5577075958252,342.54503140589054,9.528009033203125,6.487998962402344,5.124665832519531,5.010165405273438,-7.404043236301391,11.914215347497816,-3.5126889187995562,13.13085524652612,29.158317399266778,31.65492580583482,29.158317399266778,38.384191225006646
33,2000-10-19,363.95001220703125,363.95001220703125,363.95001220703125,363.95001220703125,0,272.3999938964844,373.9254974365234,368.42510388915804,373.5069986979167,368.284250332276,353.43141581217446,356.6398187060325,332.62691599527994,342.72266610133573,8.704010009765625,6.968499755859375,5.2549992879231775,5.085415649414062,-6.8103324559137945,11.644431626243488,-4.1722176262224036,13.06622813260079,38.26203818721303,51.676823318059476,38.26203818721303,40.826407823413284
34,2000-10-20,363.92999267578125,363.92999267578125,363.92999267578125,363.92999267578125,0,271.20001220703125,373.1709976196289,367.9969980593126,373.72266540527346,368.1414877861614,353.79224904378253,356.76031744933414,332.72029101053874,342.8986605127419,5.3400146484375,6.630500793457031,5.165333048502604,5.077832539876302,-6.269160810457208,11.381170336827267,-4.591606263069364,12.992964750175855,34.644419536070984,53.87866536768199,34.644419536070984,40.795236199345666
35,2000-10-23,359.69000244140625,359.69000244140625,359.69000244140625,359.69000244140625,0,271.20001220703125,371.94199829101564,367.20585561951196,373.99566548665365,367.8643899060055,354.1848325093587,356.8087419946577,332.8132910410563,343.0380077486645,5.69600830078125,6.580000305175782,5.107999674479166,5.046082305908203,-6.1119553427082,11.055647911347819,-4.895676078997131,12.908733583270287,33.48223972723925,69.3386226996079,33.48223972723925,40.517624381111645
36,2000-10-24,369.989990234375,369.989990234375,369.989990234375,369.989990234375,0,271.20001220703125,371.3779983520508,367.47101129711797,374.34899851481117,367.9340817200504,354.69641571044923,357.0266138663886,332.95970764160154,343.2616756531102,5.81400146484375,6.944999694824219,5.18833262125651,5.098749033610026,-5.097485305087275,10.907467853661842,-4.93603792421516,12.82172202980905,41.29422955827383,64.47622162660561,41.29422955827383,43.87662585278265
37,2000-10-25,368.989990234375,368.989990234375,368.989990234375,368.989990234375,0,271.20001220703125,370.77049713134767,367.6156759578091,374.6431650797526,367.9687016713397,355.18624903361,357.22435562453717,333.04387423197426,343.4751886371871,5.8780029296875,6.9885009765625,5.162499491373698,5.093665822347005,-4.3243536766939314,10.744346046802548,-4.813701074710915,12.731401334895725,39.02416752656405,60.658590024487694,39.02416752656405,45.551401549612194
38,2000-10-26,359.57000732421875,359.57000732421875,359.57000732421875,359.57000732421875,0,271.20001220703125,369.1629974365234,366.8494218022291,374.80416514078775,367.69333464356527,355.5444157918294,357.2631267270113,333.0879576365153,343.6087555972454,4.99599609375,6.930500793457031,5.295665995279948,5.11899897257487,-4.420795012789142,10.430207916553968,-4.7351198623265605,12.631349447141737,41.62354994744099,61.10410445685035,41.62354994744099,46.21127426567269
39,2000-10-27,370.5,370.5,370.5,370.5,0,264.3999938964844,368.17349700927736,367.1970959163025,375.0084986368815,367.7853564585303,356.0079157511393,357.4819180207797,333.1349159240723,343.8319194512102,7.17799072265625,7.405500793457032,5.338999430338542,5.195832316080729,-3.5740667861599604,10.303438437750629,-4.502909247093241,12.530135924994298,49.10126012129846,70.48653888629838,49.10126012129846,47.33511789583
40,2000-10-30,384.8599853515625,384.8599853515625,384.8599853515625,384.8599853515625,0,264.3999938964844,367.59199676513674,368.8792758625177,375.2334986368815,368.3451803566625,356.64283218383787,357.93444805930505,333.28137423197427,344.17240132590194,9.20198974609375,7.8135009765625,5.359665934244791,5.2637489318847654,-1.7244197225946323,10.41073229735747,-3.947211342193519,12.437987941184002,60.08043214468288,70.79768292046239,60.08043214468288,52.166510846367906
41,2000-10-31,388.0799865722656,388.0799865722656,388.0799865722656,388.0799865722656,0,264.3999938964844,367.1994964599609,370.70791497773183,375.4906651814779,368.9922231834036,357.24099884033205,358.43272142315567,333.44187418619794,344.5367796267017,7.785992431640625,7.946501159667969,5.391832478841146,5.226999155680338,0.0012516607401948932,10.55950176024794,-3.1575187416067765,12.356314628969391,62.578278263131764,72.58277624089452,62.578278263131764,54.10660584036894
42,2000-11-01,384.6000061035156,384.6000061035156,384.6000061035156,384.6000061035156,0,264.3999938964844,366.9384963989258,372.0309712754255,375.7019983927409,369.5039537709482,357.7616655985514,358.86523852531036,333.59999923706056,344.8692545352229,8.281988525390625,7.815000915527344,5.437665812174479,5.207498931884766,1.0756538563217077,10.638715245637854,-2.31088422202108,12.281636394911498,71.58922224354785,73.62932702022175,71.58922224354785,51.471834500523215
43,2000-11-02,385.54998779296875,385.54998779296875,385.54998779296875,385.54998779296875,0,264.3999938964844,366.5449951171875,373.3184966580487,375.9334981282552,370.03005324708,358.18516540527344,359.3063087611394,333.7790409088135,345.2068539813453,6.58798828125,7.682499694824219,5.449165344238281,5.11033198038737,1.9809458097813035,10.723744485940585,-1.4525182156606034,12.213901964086675,66.25295977305882,67.94283293145216,66.25295977305882,50.345460257038965
44,2000-11-03,385.8999938964844,385.8999938964844,385.8999938964844,385.8999938964844,0,264.6000061035156,366.9874954223633,374.51673449028067,376.23416493733725,370.55037917001124,358.6282485961914,359.7458738046989,333.98437423706054,345.5445563872801,4.471990966796875,6.881498718261719,5.391665140787761,5.09658203125,2.6955659660795845,10.804505365312366,-0.6229013793125658,12.152623851096488,65.38974210802614,69.79633717012774,65.38974210802614,51.26773090239886
45,2000-11-06,390.6300048828125,390.6300048828125,390.6300048828125,390.6300048828125,0,264.6000061035156,367.89449615478514,376.05133167052185,376.5158315022787,371.20872755403747,359.14283192952473,360.2563553101223,334.2219992319743,345.91870948682816,2.54599609375,6.8899993896484375,5.3726648966471355,5.103915405273438,3.6020576661790074,10.952372243915192,0.22209042978574883,12.100438998610343,75.6934869279476,90.84696405150589,75.6934869279476,52.534584748282505
46,2000-11-07,388.9599914550781,388.9599914550781,388.9599914550781,388.9599914550781,0,264.6000061035156,369.25249633789065,377.2807278404796,376.6923314412435,371.7907362065306,359.6099151611328,360.73079557698105,334.4554991404215,346.27589854880534,2.23599853515625,6.438999938964844,5.3231653849283855,5.084248860677083,4.138002426538208,11.059940629549544,1.0052728291362407,12.055199939085961,74.7388607880847,82.09319328061018,74.7388607880847,49.22602076427796
47,2000-11-08,382.760009765625,382.760009765625,382.760009765625,382.760009765625,0,264.6000061035156,370.43249664306643,377.80256421430295,376.85916493733725,372.15038451994354,360.09424845377606,361.0949148197686,334.69670753479005,346.57867125599887,2.779998779296875,6.616999816894531,5.332831827799479,5.066998799641927,4.016160010834312,11.055469700174967,1.6074502654758551,12.011733406959397,63.27078810093245,44.90296583804925,63.27078810093245,47.94340969757972
48,2000-11-09,385.3999938964844,385.3999938964844,385.3999938964844,385.3999938964844,0,264.6000061035156,372.6419967651367,378.52612894593926,377.1694981892904,372.5847979421252,360.56566518147787,361.49665166401184,334.93237419128417,346.90083990861706,3.117999267578125,5.851498413085937,5.27733154296875,5.0540822347005205,4.0855282481624045,11.088146278113356,2.103065862013165,11.971577444835656,64.60745055161357,43.30669772291446,64.60745055161357,46.911036259837545
49,2000-11-10,379.6700134277344,379.6700134277344,379.6700134277344,379.6700134277344,0,264.5,373.722998046875,378.63507032515787,377.29633178710935,372.81710008919435,360.9796653747559,361.7970378088668,335.1492909749349,347.17278325732343,4.193994140625,5.295997619628906,5.284831237792969,5.09216537475586,3.6362253967309357,11.02006228032758,2.409697768956719,11.930207220291827,63.323580012706856,38.93129352565701,63.323580012706856,45.59779548955126
50,2000-11-13,372.4200134277344,372.4200134277344,372.4200134277344,372.4200134277344,0,264.5,374.3184982299805,378.0431601444509,377.3433319091797,372.80408085439234,361.29374872843425,361.9726241827324,335.3377910614014,347.38230383965055,4.697991943359375,5.535496520996094,5.364664713541667,5.113081868489584,2.6644214487806153,10.831456671659964,2.4606425049214984,11.882435457307833,51.68916066574487,27.021377276402745,51.68916066574487,45.31805078347676
51,2000-11-14,374.57000732421875,374.57000732421875,374.57000732421875,374.57000732421875,0,264.5,375.50699920654296,377.71238368538116,377.35416514078776,372.8619800829112,361.6944986979167,362.18084539168257,335.4983744303385,347.6079279349582,4.793988037109375,5.1574951171875,5.328497823079427,5.06224848429362,2.0441822967010808,10.681134691228635,2.377350463277415,11.830204989217435,53.8177511669608,31.346724104493433,53.8177511669608,44.887994325851395
52,2000-11-15,369.8699951171875,369.8699951171875,369.8699951171875,369.8699951171875,0,264.5,376.49449920654297,376.9654895360294,377.237831624349,372.76388221518255,362.05549875895184,362.3079387755752,335.67904103597004,347.7926753804539,4.493994140625,5.35849609375,5.35799814860026,5.100832112630209,1.1600146676254894,10.455943439607324,2.1338833041470298,11.770454487060475,57.533644818925566,15.787684322758452,57.533644818925566,47.92125225656968
53,2000-11-16,370.6400146484375,370.6400146484375,370.6400146484375,370.6400146484375,0,264.5,376.8289993286133,376.36306335625875,377.19199829101564,372.6942472129941,362.36691563924154,362.44565903793665,335.87512448628746,347.98227985570685,4.120001220703125,4.705496215820313,5.313165283203125,5.051248931884766,0.5154972608127082,10.248588175057478,1.8102060954801655,11.704286386538605,50.120287599575484,18.88587928337526,50.120287599575484,49.45237822506948
54,2000-11-17,365.1300048828125,365.1300048828125,365.1300048828125,365.1300048828125,0,265.70001220703125,376.88899993896484,375.2932482635496,377.0999984741211,372.4462392677422,362.59849904378257,362.4900283907445,336.0691244761149,348.12458462771605,4.076007080078125,4.9799957275390625,5.359331766764323,5.063248952229817,-0.43488607068087504,9.956210876997716,1.3611876622479575,11.628283103515088,30.010141611526805,19.33912194293478,30.010141611526805,51.01692343708528
55,2000-11-20,356.17999267578125,356.17999267578125,356.17999267578125,356.17999267578125,0,265.70001220703125,376.71349945068357,373.4729382075716,376.90633188883464,371.91291970735006,362.68066558837893,362.3857302797534,336.2106661478678,348.1914344870361,4.416009521484375,5.215496826171875,5.46099853515625,5.062998962402344,-1.8884935170481185,9.527189427596682,0.7112514263887424,11.536931204562114,21.04211903298925,8.328611207584643,21.04211903298925,49.123732405147216
56,2000-11-21,357.1000061035156,357.1000061035156,357.1000061035156,357.1000061035156,0,265.70001220703125,376.0690002441406,371.9136113405186,376.6401652018229,371.4272504088637,362.64433237711586,362.2983629379974,336.3327078501383,348.2653645419446,4.170013427734375,4.746498107910156,5.38849843343099,4.944499206542969,-2.9324470717667737,9.128887470866289,-0.017488273242360797,11.432233650923164,23.81950707040656,12.694278041310127,23.81950707040656,55.1924755356781
57,2000-11-22,347.45001220703125,347.45001220703125,347.45001220703125,347.45001220703125,0,265.70001220703125,374.99200134277345,369.583744756377,376.2518320719401,370.6411114514266,362.5965825398763,362.05293565318806,336.4315828959147,348.2585981325263,5.160009765625,5.178997802734375,5.510664876302084,4.955915832519532,-4.486741283624724,8.588175798238524,-0.9113388753188335,11.308578961676007,18.88275413771686,11.761165068507864,18.88275413771686,46.36539053164038
58,2000-11-24,350.0799865722656,350.0799865722656,350.0799865722656,350.0799865722656,0,266.29998779296875,374.51750030517576,367.7262439769378,375.86783192952475,369.96697620948686,362.6263323465983,361.85503566837946,336.56683286031085,348.2737133892876,5.532000732421875,4.839497375488281,5.514997863769532,4.922249094645182,-5.443563679350802,8.111940541107401,-1.8177838361252272,11.16959468252085,21.7952698234498,13.039549375693738,21.7952698234498,46.42782859396893
59,2000-11-27,353.70001220703125,353.70001220703125,353.70001220703125,353.70001220703125,0,266.29998779296875,373.67750091552733,366.3904123798038,375.40466562906903,369.4336331274391,362.6407491048177,361.7202418921588,336.72837460835774,348.31874491474605,5.15400390625,4.4739990234375,5.435831705729167,4.9069160461425785,-5.842398968051214,7.713391235280312,-2.622706862510425,11.019324967423435,20.403923701670323,24.773856044851726,20.403923701670323,51.03646360728776
60,2000-11-28,357.45001220703125,357.45001220703125,357.45001220703125,357.45001220703125,0,266.29998779296875,372.30700225830077,365.5389456966826,375.0663324991862,369.04072752349134,362.73891576131183,361.64965958331373,336.92674967447914,348.3945230665493,4.11400146484375,3.943499755859375,5.43599853515625,4.8856661478678385,-5.7891514139782885,7.3910679401776065,-3.2559957728039977,10.861574661891007,25.56229358506036,31.173292306405628,25.56229358506036,52.563481356887316
61,2000-11-29,366.1000061035156,366.1000061035156,366.1000061035156,366.1000061035156,0,266.29998779296875,371.20800323486327,365.59238002114296,374.8388326009115,368.94431042775443,362.9616658528646,361.72321902992866,337.1635829925537,348.5414565357358,5.65999755859375,4.214999389648438,5.546831766764323,4.905249277750651,-4.9914320062075035,7.221091397825774,-3.603083019484699,10.703292780844693,37.552301016720364,51.27063253794709,37.552301016720364,50.780170809025094
62,2000-11-30,364.42999267578125,364.42999267578125,364.42999267578125,364.42999267578125,0,266.29998779296875,370.1995025634766,365.4816764644419,374.54016571044923,368.79630000965693,363.1582491556803,361.76795909019074,337.40045801798504,348.67331160743737,4.06400146484375,4.124501037597656,5.531331888834635,4.9069160461425785,-4.442776196562988,7.0283409194661886,-3.7710216549003572,10.543512265132584,34.10160148927535,63.353829860383875,34.10160148927535,50.179288658241504
63,2000-12-01,363.739990234375,363.739990234375,363.739990234375,363.739990234375,0,268.70001220703125,369.1090026855469,365.3158015853879,374.23016560872395,368.63051936128704,363.32274907430013,361.800554646293,337.6081246693929,348.79834628483934,3.676007080078125,4.111502075195313,5.542665100097656,4.886332702636719,-4.017330657876016,6.829964714994048,-3.820283455495489,10.382053675996127,36.92332435326201,60.82841379282887,36.92332435326201,51.490171894713534
64,2000-12-04,360.6300048828125,360.6300048828125,360.6300048828125,360.6300048828125,0,268.70001220703125,367.84550323486326,364.8695352327616,373.7429992675781,368.3682074111731,363.41883239746096,361.78120671631814,337.8040414174398,348.8965343229968,3.5739990234375,4.249501037597656,5.4691650390625,4.869749196370443,-3.886312834723128,6.587000694854964,-3.8334893313410174,10.217051372468251,39.615995991917174,77.32171505787207,39.615995991917174,46.3636406749438
