,Date,Open,High,Low,Close,Volume,VIX,US10Y,DXY,OIL,GOLD,CPI_US,MA_20,EMA_20,MA_60,EMA_60,MA_120,EMA_120,MAE_5,MAE_20,MACD,MACD_long,Signal,Signal_long,RSI,RSI_7,RSI_14,RSI_28
17,2011-01-28,222.66000366210938,224.25,218.47000122070312,218.55999755859375,13834400,69.6299,94.17,22.49,37.58,130.28,25.29,220.38849945068358,219.30638247973872,210.15133361816407,211.97737305637983,201.78174997965496,206.4552437453823,1.244000244140625,1.9100006103515625,2.3864383466492427,5.522129310997542,3.11618014699528,3.1182114890496013,52.576522996065584,48.90592471773743,52.576522996065584,59.73485232740131
18,2011-01-31,218.55999755859375,221.17999267578125,218.55999755859375,220.02999877929688,5368200,69.35,93.8,22.36,38.61,129.87,25.301,220.6514991760254,219.37529831779187,210.51383361816406,212.24139357188528,201.9654165903727,206.67961986164536,1.5199981689453126,1.9610008239746093,2.172005277003535,5.561773710239919,2.927345172996931,3.2244533247535285,54.294252886661674,48.79385231090468,54.294252886661674,60.27717182162928
19,2011-02-01,220.6999969482422,225.72000122070312,220.6999969482422,225.50999450683594,10467600,66.05,93.13,22.14,38.07,130.8,25.4016,220.9314987182617,219.95955509770084,210.85466690063475,212.67642966811317,202.25399983723958,206.99086572354935,2.45799560546875,1.9780006408691406,2.4164006191987255,5.685563944563825,2.82515626223729,3.331458134310498,60.71885733425657,64.54063160041198,60.71885733425657,61.81271074236288
20,2011-02-02,225.47999572753906,225.47999572753906,223.6199951171875,223.91000366210938,5455600,65.78,92.91,22.1775,38.18,130.45,25.46,221.16749877929686,220.3357882943112,211.09633356730143,213.04474356955566,202.5390832265218,207.27052089608753,2.7299957275390625,2.0220001220703123,2.452706525109079,5.774222673468131,2.7506663148116477,3.4376652881869165,52.43986016442793,57.28883747181849,52.43986016442793,58.2223025078247
21,2011-02-03,223.5,223.9600067138672,221.64999389648438,223.61000061035156,9726800,65.0,92.38,22.355,38.09,132.2,25.4,221.28549880981444,220.647618038696,211.3600003560384,213.39114543974569,202.8267499287923,207.54059494095142,2.497998046875,1.9340003967285155,2.4292683842990925,5.850550498794263,2.6863867287091368,3.5425733408220186,53.54386904204201,59.267125040593406,53.54386904204201,60.14550147877601
22,2011-02-04,223.60000610351562,223.7100067138672,221.89999389648438,223.52000427246094,8985600,63.47,91.81,22.4325,37.34,131.66,25.4099,221.44099884033204,220.92117863238792,211.6975003560384,213.72323917196584,203.11699994405112,207.80471740924085,1.7879974365234375,1.8965003967285157,2.3760420033279104,5.918521762724993,2.6243177836328915,3.6458754461221483,46.14143519018011,59.900296047054525,46.14143519018011,58.23589618389423
23,2011-02-07,223.52000427246094,227.19000244140625,223.52000427246094,226.91000366210938,6374800,62.302,91.77,22.4325,36.66,131.68,25.44,221.92499923706055,221.49154292093283,212.04566701253256,214.1555921060689,203.42391662597657,208.12050726466018,2.1719970703125,1.9069999694824218,2.5776903227859407,6.035084841408718,2.6149922914635018,3.749754115482434,55.447406576305966,64.74643348184469,55.447406576305966,60.785821786624396
24,2011-02-08,226.91000366210938,228.6699981689453,226.25999450683594,228.44000244140625,9503800,61.45,91.14,22.405,36.64,133.14,25.43,222.46049957275392,222.15330097050173,212.43966700236004,214.62393342853898,203.73716659545897,208.45636668906923,1.3819976806640626,1.9584999084472656,2.8283526942392996,6.167566739469748,2.6576643720186617,3.8548764034818825,71.0435094707386,85.64219092662563,71.0435094707386,62.410417190690005
25,2011-02-09,228.42999267578125,228.42999267578125,226.11000061035156,226.16000366210938,5515400,61.75,91.66,22.31,36.5,133.07,25.4,222.82699966430664,222.53489170303578,212.85950037638347,215.00216523947572,204.06966667175294,208.74898878779717,1.517999267578125,2.017499542236328,2.8106284080638204,6.2531764516785415,2.6882571792276932,3.9591503186208676,62.421204541081394,70.89301984997067,62.421204541081394,60.89436615367854
26,2011-02-10,226.72999572753906,226.9600067138672,225.36000061035156,226.75999450683594,9087600,61.7,91.36,22.49,36.54,132.85,25.3402,223.04049911499024,222.93728244625484,213.2756670633952,215.38766783840555,204.4107499440511,209.0466913616656,1.577996826171875,1.8644989013671875,2.812574423225726,6.3409764767399395,2.7131206280273,4.062707977669523,61.06273322677867,56.38407970124502,61.06273322677867,61.00201172986366
27,2011-02-11,226.74000549316406,230.05999755859375,225.66000366210938,230.02000427246094,7010800,60.7,91.78,22.5475,36.05,132.3225,25.39,223.46199951171874,223.61182738208402,213.80766703287762,215.86741657394836,204.78824996948242,209.39335769076968,2.21199951171875,1.9824989318847657,3.0421047078813785,6.474058883178685,2.778917443998116,4.1675493213873125,65.78646784088798,76.68123248403823,65.78646784088798,59.608439928778786
28,2011-02-14,229.89999389648438,230.30999755859375,228.97999572753906,230.05999755859375,7712600,60.159,91.81,22.58,35.88,132.95,25.4,223.69349975585936,224.22593882746588,214.35933354695638,216.3327470980351,205.1924166361491,209.7349550439569,1.541998291015625,1.792498779296875,3.1904586151761976,6.597792054078212,2.8612256782337324,4.273212048895613,67.8881332963787,78.82039471082584,67.8881332963787,60.466008713936304
29,2011-02-15,230.05999755859375,230.69000244140625,228.97999572753906,229.61000061035156,8992800,60.97,92.02,22.6,35.39,133.97,25.38,223.97399978637696,224.73870661631213,214.85650024414062,216.76806688532415,205.5884999593099,210.06346819381466,1.3259979248046876,1.7434989929199218,3.2344346137362834,6.704598691509489,2.9358674653342427,4.378924511617955,67.33100227540511,76.36364837371522,67.33100227540511,58.30683816432373
30,2011-02-16,229.58999633789062,231.16000366210938,229.58999633789062,230.5500030517578,6305000,61.69,91.89,22.47,35.53,134.1,25.326,224.56350021362306,225.2921634196879,215.37466684977213,217.21993364487935,206.00575002034506,210.40208860468974,1.0579986572265625,1.5284988403320312,3.3070150396862914,6.81784504018961,3.0100969802046524,4.484964534599332,66.6533981421631,70.00001676791693,66.6533981421631,60.055533278354886
31,2011-02-17,230.9199981689453,231.07000732421875,229.69000244140625,230.67999267578125,7334200,62.29,92.23,22.41,36.06,135.04,25.33,225.08499984741212,225.8052900155063,215.94183349609375,217.6612470557286,206.38883323669432,210.73726057280697,0.9639984130859375,1.460498046875,3.336562807350589,6.923986482921634,3.07539014563384,4.5910089671350836,78.10763832368215,64.5454257212272,78.10763832368215,64.19675181248527
32,2011-02-18,230.6699981689453,231.10000610351562,230.19000244140625,230.63999938964844,4785400,62.942,92.21,22.3025,36.36,135.41,25.4001,225.53300018310546,226.26573852732935,216.56133346557618,218.0867799191358,206.80574989318848,211.06623146234156,0.3199951171875,1.390998077392578,3.318498912383518,7.020548456794245,3.124011898983776,4.696641118859395,76.35375599683756,91.02578075875078,76.35375599683756,63.76040402147876
33,2011-02-22,231.16000366210938,231.16000366210938,223.97999572753906,224.99000549316406,11656000,70.802,93.1,22.3575,38.49,136.29,25.31,225.69400024414062,226.1442401431231,217.03400014241535,218.31311518385806,207.161749903361,211.2963764876444,1.4419952392578126,1.6689971923828124,2.815816872876269,7.01673869621365,3.0623728937622747,4.79751492657045,48.719236187008505,41.57948378441945,48.719236187008505,55.98523934908435
34,2011-02-23,224.00999450683594,225.52000427246094,220.47000122070312,223.08999633789062,14291000,73.9299,92.87,22.23,39.8,137.51,25.37,225.79950027465821,225.85335978072004,217.51200002034506,218.46973423808862,207.44341659545898,211.49131235293777,1.7319976806640625,1.7244972229003905,2.238320905059595,6.978421885150851,2.897562496021739,4.892336968247859,48.00968860181921,12.131015770787442,48.00968860181921,50.60361292754956
35,2011-02-24,223.0800018310547,223.25,219.89999389648438,222.5800018310547,12391800,72.95,93.11,22.15,38.97,136.48,25.39,225.89150009155273,225.54161140456142,217.97483342488607,218.60449710998915,207.70591659545897,211.674596476543,1.64599609375,1.7379974365234374,1.7196755461957025,6.929900633446152,2.6619851060565316,4.980926692821698,47.52522726906105,11.122601930351891,47.52522726906105,51.00385972545293
36,2011-02-25,222.55999755859375,226.0,222.55999755859375,225.8000030517578,6277800,68.49,93.41,22.185,39.68,137.384,25.43,226.0715003967285,225.56622013286585,218.50250015258788,218.8404153375881,207.96099993387858,211.90807427117466,2.2639984130859374,1.8259979248046876,1.5505982194359547,6.932341066413443,2.4397077287324165,5.065770796021339,54.76190779703364,34.62468749615144,54.76190779703364,50.37996580950157
37,2011-02-28,225.7100067138672,227.72000122070312,225.7100067138672,226.77999877929688,9585000,65.54,93.37,22.09,39.19,137.661,25.43,226.48250045776368,225.6818180991926,218.97900009155273,219.10072954879166,208.255083211263,212.15389120519322,2.4519989013671877,1.6929977416992188,1.478635890759108,6.9468383435984435,2.2474933611377548,5.14755634156817,49.69808389582335,34.83503168997227,49.69808389582335,52.88142734324144
38,2011-03-01,226.77999877929688,226.9199981689453,222.22999572753906,222.77000427246094,8353000,70.33,93.26,22.12,40.48,140.03,25.42,226.61950073242187,225.40450249664673,219.30233357747395,219.2210336380923,208.50541661580402,212.32936414845383,2.1239990234375,1.8199974060058595,1.0855189957717073,6.891669489638474,2.0150984880645453,5.22338734800601,38.19240592888414,25.751082196407296,38.19240592888414,54.26506502763529
39,2011-03-02,221.82000732421875,222.4499969482422,219.8300018310547,220.3699951171875,9252800,70.6,92.77,22.0,41.39,139.917,25.42,226.36250076293945,224.9250256033649,219.57566680908204,219.25870450625936,208.71724993387858,212.46226713967258,2.2239990234375,1.6659980773925782,0.573697119839295,6.796437366586787,1.7268182144194952,5.2917808270747395,38.002456079555735,22.495968720705292,38.002456079555735,50.12520371076796
40,2011-03-03,220.3699951171875,224.92999267578125,220.3699951171875,224.67999267578125,6482600,66.95,92.14,21.97,41.18,138.09,25.3916,226.40100021362304,224.90168913407123,219.92816670735678,219.43645165935845,208.9627498626709,212.66421301630248,2.9839996337890624,1.8014984130859375,0.5099766847392004,6.772238643055971,1.4834499084834365,5.356148558204358,46.264361988708266,49.105560344410115,46.264361988708266,52.952758388886785
41,2011-03-04,225.10000610351562,225.10000610351562,220.6699981689453,222.1300048828125,12830200,68.86,92.8,21.935,42.33,139.35,25.4199,226.3270004272461,224.63771920537994,220.23933334350585,219.52476487979956,209.15116653442382,212.8206723859969,2.8499969482421874,1.9139976501464844,0.250823737176205,6.704092493802676,1.2369246742219902,5.414754816273851,35.45888079172593,47.33038793688727,35.45888079172593,50.33796569661788
42,2011-03-07,222.1300048828125,223.74000549316406,219.8699951171875,220.72999572753906,6060000,70.61,92.57,21.96,42.37,139.721,25.43,226.1875,224.2655550646332,220.4658332824707,219.5642806452992,209.34441655476888,212.95140500321247,2.9339996337890626,1.979498291015625,-0.06675635363913557,6.6128756420867205,0.976188468649765,5.466847026091801,33.62581602993703,45.09802177471003,33.62581602993703,49.767959619535354
43,2011-03-08,220.6300048828125,225.89999389648438,220.6300048828125,225.57000732421875,11109400,69.0699,92.35,22.0575,42.31,139.36,25.35,226.12050018310546,224.38978861316514,220.72833328247071,219.76118971673915,209.5719165802002,213.1599769424027,3.1000030517578123,2.0519989013671873,0.07128588324789575,6.60121277433646,0.7952079515693913,5.516167276015482,43.856455959491804,49.438761186238345,43.856455959491804,54.1303279559131
44,2011-03-09,225.5399932861328,226.47999572753906,223.8300018310547,225.2100067138672,6303800,69.99,92.89,22.02,42.05,139.41,25.35,225.95900039672853,224.4679046227558,220.95400009155273,219.9398394543499,209.8023333231608,213.35915098821204,2.6920013427734375,1.9934989929199218,0.14990826080091324,6.580688466137872,0.6661480134156957,5.562450806020803,41.73374867489413,46.04934261300674,41.73374867489413,52.623332423709996
45,2011-03-10,225.3800048828125,225.3800048828125,220.50999450683594,220.75,10017400,73.5372,93.68,22.19,41.4,137.77,25.29,225.68850021362306,224.11381846820763,221.08916676839192,219.9664020951909,210.00416666666666,213.4813137817953,2.722003173828125,2.1024993896484374,-0.14598537795805555,6.485088313395579,0.5037213351409455,5.60256548025449,36.44554824992586,45.029522570141914,36.44554824992586,51.88176963229421
46,2011-03-11,220.72999572753906,222.91000366210938,220.0399932861328,222.55999755859375,7676400,71.52,93.46,22.03,40.69,138.22,25.402,225.47850036621094,223.96583552443488,221.30800018310546,220.05143801202374,210.18783327738444,213.63137467066804,2.574005126953125,2.162999725341797,-0.23175995774801095,6.4200633413557,0.3566250765631543,5.63810886551976,39.47916679084298,55.549927070298665,39.47916679084298,52.16128494037781
47,2011-03-14,222.5500030517578,222.5500030517578,218.6300048828125,219.22999572753906,6358000,72.46,93.67,21.92,40.91,138.86,25.3985,224.93899993896486,223.51480316282576,221.50100021362306,220.0245054781062,210.3609999338786,213.7239138616907,2.960003662109375,2.1664993286132814,-0.561962296439674,6.300591616415488,0.17290760196258864,5.666912463384792,42.01772860683262,35.4666866319282,42.01772860683262,44.43064771667463
48,2011-03-15,220.3699951171875,220.3699951171875,214.08999633789062,217.67999267578125,12839800,75.3801,94.01,21.94,39.39,136.27,25.31,224.31999969482422,222.95910692596436,221.66000010172527,219.94763620589882,210.54783325195314,213.78930359415503,2.302001953125,2.2419998168945314,-0.9379106708090887,6.158332611743788,-0.04925605259174684,5.688278556791705,42.42932829746472,37.46477589820385,42.42932829746472,44.47007591743728
49,2011-03-16,217.66000366210938,218.02999877929688,212.8800048828125,213.05999755859375,8975000,82.159,94.81,22.01,39.679,136.24,25.33,223.49249954223632,222.0163346052624,221.73233337402343,219.7218119879544,210.72808329264322,213.77724894893913,3.1540008544921876,2.450499725341797,-1.5903152963064997,5.944563039015264,-0.3574679013346974,5.699421360366642,38.05220695109644,31.711988217924727,38.05220695109644,41.30255006784063
50,2011-03-17,213.5500030517578,216.80999755859375,213.5500030517578,216.49000549316406,9390000,79.09,94.52,21.82,40.6921,136.97,25.36,222.78949966430665,221.49001754696732,221.84883346557618,219.61585111927275,210.89283332824706,213.82208790008337,2.9480010986328127,2.575,-1.8097164035959565,5.793763219189373,-0.6479176017869492,5.703523180315457,38.37703707598302,26.789376582142694,38.37703707598302,44.50695432711568
51,2011-03-18,216.49000549316406,220.88999938964844,216.49000549316406,218.9600067138672,13108400,76.71,94.46,21.72,40.97,138.37,25.39,222.20350036621093,221.24906413429113,221.9495002746582,219.59434802401353,211.09758338928222,213.9070121779972,3.0800018310546875,2.6920005798339846,-1.7639511748510301,5.687335846016339,-0.8711243163997655,5.7028193831720175,40.58740059661317,35.57915060633756,40.58740059661317,43.69748061804515
52,2011-03-21,218.9600067138672,221.5800018310547,218.9600067138672,220.07000732421875,10930400,70.71,93.97,21.65,41.13,139.14,25.376,221.67500076293945,221.13677300952233,222.02950032552084,219.6099434109055,211.30650011698404,214.0088798663645,2.6360015869140625,2.745500946044922,-1.6194461614775264,5.6010635445409775,-1.0207886854153179,5.698395216275016,46.50621783326153,48.14412553514017,46.50621783326153,43.32003516950288
53,2011-03-22,220.33999633789062,220.44000244140625,219.13999938964844,219.1699981689453,7757000,70.11,94.02,21.655,41.93,139.05,25.42,221.3840003967285,220.94946111994355,222.12750040690105,219.59551897674285,211.52133344014484,214.09418760690306,2.5060028076171874,2.508001708984375,-1.5595703581272176,5.501331369839789,-1.1285450199576978,5.689827222951746,48.38449652404736,40.26422830138574,48.38449652404736,44.29573608149244
54,2011-03-23,219.1699981689453,219.1699981689453,216.00999450683594,218.0800018310547,7410000,67.73,93.9,21.78,42.11,140.34,25.3996,221.1335006713867,220.67617928290653,222.17066701253256,219.54582988999897,211.7288335164388,214.16006883374854,1.8000030517578125,2.4675010681152343,-1.5818375094294765,5.385761056250431,-1.2192035178520537,5.6766069548342974,40.27124813819989,46.20964773049603,40.27124813819989,42.972804968197686
55,2011-03-24,218.52000427246094,219.72000122070312,217.22000122070312,219.58999633789062,8741000,65.93,93.42,21.73,42.05,139.22,25.4016,220.9840003967285,220.5727332881431,222.23533350626627,219.5472779702577,211.932000096639,214.2498197015856,1.4160003662109375,2.5175010681152346,-1.4608012427029564,5.297458268672102,-1.2675230628222343,5.660122229348985,46.13746075089125,56.311973052563644,46.13746075089125,41.30977429652807
56,2011-03-25,219.58999633789062,221.02999877929688,219.27000427246094,220.05999755859375,7108400,65.87,93.17,21.875,42.18,139.26,25.43,220.6970001220703,220.5239013139003,222.31500015258788,219.5640884485638,212.151166788737,214.3458556992221,1.0160003662109376,2.3800010681152344,-1.3118319763203488,5.218232749341695,-1.2763848455218572,5.640909643261712,48.95149046481718,81.87610653903772,48.95149046481718,41.72733322628955
57,2011-03-28,220.05999755859375,220.99000549316406,219.8300018310547,220.00999450683594,3650800,66.71,93.2,21.86,41.42,138.54,25.4116,220.35849990844727,220.4749578084656,222.4098332722982,219.57870831932684,212.3317501068115,214.4394778282736,0.8040008544921875,2.333501434326172,-1.1841573589092889,5.13923049105324,-1.2579393481993435,5.61909750620917,39.764342886549635,73.15780386047052,39.764342886549635,42.005325835078025
58,2011-03-29,219.33999633789062,220.07000732421875,217.99000549316406,220.07000732421875,6484200,65.109,92.93,21.85,41.83,138.21,25.4184,220.22350006103517,220.4363910956802,222.49816665649413,219.59481648342162,212.5134167989095,214.53254443151238,0.6360015869140625,2.1360023498535154,-1.0658453699907682,5.062272051909247,-1.2195205525576287,5.594887703848304,40.43188117473225,60.69361102862703,40.43188117473225,41.142670405876956
59,2011-03-30,220.02999877929688,222.35000610351562,220.02999877929688,221.92999267578125,5800000,63.88,93.25,21.83,41.66,138.67,25.412,220.30149993896484,220.57863886521363,222.53183314005534,219.67137963726947,212.71791674296063,214.65481630331848,0.7899993896484375,2.1090011596679688,-0.8126295059557265,5.016563333950984,-1.1381423432372482,5.569743166026681,52.431970735339995,65.65643591824991,52.431970735339995,42.81491386517137
60,2011-03-31,221.69000244140625,221.69000244140625,220.0800018310547,220.7100067138672,7516200,63.75,93.01,21.79,42.6,139.86,25.462,220.10300064086914,220.59115008889492,222.55716654459636,219.70543298404317,212.91033350626628,214.75490209522837,0.7319976806640625,1.9545005798339843,-0.7023010908563947,4.9505308888147965,-1.0509740927610776,5.542820893104426,46.09211874136576,62.30042851501753,46.09211874136576,42.00097349440241
61,2011-04-01,220.7100067138672,223.6699981689453,220.7100067138672,222.8800048828125,5074800,63.16,92.96,21.77,43.17,139.2,25.47,220.14050064086913,220.8091362597442,222.58433329264324,219.809517308593,213.12250022888185,214.88920131485787,1.0719970703125,1.9355010986328125,-0.4347527511235967,4.92031599373513,-0.9277298244335814,5.515755462697066,58.10753008883451,82.69765275978986,58.10753008883451,48.19935126069241
62,2011-04-04,222.3699951171875,223.39999389648438,221.47000122070312,222.32000732421875,6393600,62.6,93.17,21.77,43.26,139.84,25.462,220.22000122070312,220.95302874207513,222.6161666870117,219.8918284566463,213.30925025939942,215.01202455468203,1.1739959716796875,1.893500518798828,-0.2648528286438534,4.879803901964266,-0.7951544252756358,5.488105394839118,60.78070868319136,71.36164136264429,60.78070868319136,49.327520512076966
63,2011-04-05,222.32000732421875,222.61000061035156,221.3800048828125,222.3000030517578,5179000,61.43,92.7,21.78,43.1,142.05,25.42,220.05650100708007,221.08131200966395,222.70066680908204,219.97078500074832,213.49591700236002,215.13248700917916,1.1659942626953126,1.6525001525878906,-0.13031787033159503,4.8382979915691635,-0.6621871142868277,5.459852899044772,77.30498372666203,68.8553057801137,77.30498372666203,49.753348545522584
64,2011-04-06,222.0500030517578,224.8699951171875,222.0500030517578,224.6199951171875,11277800,61.16,92.3,21.66,43.37,142.38,25.4444,220.0270004272461,221.41832944847573,222.81550013224285,220.1232181193201,213.73216692606607,215.28930532501403,1.25799560546875,1.7504997253417969,0.16164270758642374,4.833912794306059,-0.4974211499121775,5.432638111882219,75.71157092352935,78.07560277967248,75.71157092352935,48.94378095087986
65,2011-04-07,224.6199951171875,225.4600067138672,223.0,223.6300048828125,10398400,61.69,92.31,21.67,43.99,142.51,25.4556,220.1710006713867,221.62896520412684,222.89550018310547,220.23819473451655,213.98808364868165,215.42716812762228,1.2119964599609374,1.5769989013671875,0.309571088026928,4.8110266068942735,-0.3360227023243564,5.40561152470883,66.29451332032127,69.47492136842317,66.29451332032127,47.18096100610242
66,2011-04-08,223.6300048828125,225.02000427246094,221.19000244140625,221.6999969482422,7678800,62.83,92.04,21.5,45.15,143.66,25.4441,220.12800064086915,221.63573013213784,222.88233337402343,220.28612267595017,214.1903336842855,215.53085124862426,1.1639984130859375,1.5829994201660156,0.2679807692265115,4.7552714273259085,-0.2152220080141828,5.377335868300877,55.37951129504497,48.75137718796855,55.37951129504497,49.00538468652115
67,2011-04-11,221.6999969482422,223.19000244140625,221.47999572753906,221.75999450683594,3507400,62.19,92.16,21.53,43.64,142.64,25.459,220.25450057983397,221.64756483449003,222.8851666768392,220.33444634253658,214.41616694132486,215.63381229421455,1.0639984130859375,1.4194992065429688,0.23712797974962996,4.70063404832203,-0.12475201046142026,5.347914050040927,59.04962370097395,56.521673199839256,59.04962370097395,51.350825531677636
